node,x,y,zipcode,level2,dcfc,rainfall_class_in,rainfall_estimate_in,rainfall_estimate_mm,node_type,charging_group,retain_in_flood_network,flood_affected_node
12261,722100.0,1791000.0,46324,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12262,644300.0,1952600.0,60714,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12263,646700.0,1952600.0,60714,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12264,650100.0,1952600.0,60053,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12265,652100.0,1950000.0,60077,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12266,653900.0,1952700.0,60077,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12267,655400.0,1955600.0,60077,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12268,658100.0,1955300.0,60077,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12269,657200.0,1953200.0,60077,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12270,657200.0,1952600.0,60077,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12271,725600.0,1791000.0,46324,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12272,659300.0,1952600.0,60077,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12273,659200.0,1955300.0,60077,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12274,757100.0,1779300.0,46408,0,0,,,,road_node,,True,False
12275,661800.0,1952700.0,60076,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12276,659100.0,1950000.0,60077,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12278,664300.0,1950000.0,60712,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12280,664400.0,1952700.0,60076,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12281,665100.0,1952700.0,60076,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12282,664400.0,1955300.0,60076,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12284,669000.0,1955400.0,60076,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12285,517200.0,2011800.0,60102,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12286,669000.0,1952800.0,60076,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12287,668900.0,1950100.0,60645,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12289,672200.0,1952900.0,60202,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12290,674700.0,1955700.0,60202,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12292,674700.0,1953000.0,60202,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12293,675900.0,1953000.0,60202,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12294,674700.0,1950400.0,60202,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12295,676200.0,1950300.0,60645,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12297,677900.0,1953200.0,60202,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12298,677600.0,1955700.0,60202,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12299,679600.0,1955600.0,60202,0,0,,,,road_node,,True,False
12300,680500.0,1953200.0,60202,0,0,,,,road_node,,True,False
12302,555800.0,1943800.0,60193,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12303,577900.0,1942400.0,60157,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12304,582000.0,1941200.0,60143,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12305,589600.0,1939900.0,60007,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12306,596000.0,1940100.0,60007,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12307,601500.0,1940200.0,60007,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12312,625000.0,1941200.0,60018,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12313,628200.0,1941300.0,60068,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12314,636000.0,1946900.0,60068,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12315,637000.0,1946900.0,60068,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12316,635100.0,1942300.0,60068,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12317,635100.0,1941600.0,60068,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12318,636500.0,1941700.0,60631,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12319,635000.0,1938100.0,60656,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12320,638700.0,1937400.0,60631,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12321,640500.0,1937000.0,60631,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12322,643200.0,1947200.0,60714,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12323,644700.0,1947400.0,60714,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12324,647200.0,1947300.0,60714,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12325,647800.0,1947600.0,60714,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12326,648000.0,1947300.0,60714,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12327,652100.0,1947300.0,60646,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12328,655300.0,1947300.0,60646,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12329,658000.0,1947300.0,60712,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12330,658200.0,1947500.0,60712,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12331,659000.0,1947300.0,60712,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12332,661300.0,1947300.0,60712,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12333,664300.0,1947300.0,60712,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12334,664900.0,1947400.0,60712,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12335,664300.0,1944700.0,60712,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12336,664200.0,1944300.0,60712,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12337,665000.0,1944700.0,60712,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12338,668900.0,1944800.0,60645,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12339,668900.0,1947400.0,60645,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12340,672100.0,1947500.0,60645,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12341,674700.0,1945000.0,60645,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12342,674600.0,1947700.0,60645,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12343,676600.0,1947800.0,60645,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12344,679300.0,1945200.0,60626,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12345,678800.0,1947900.0,60626,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12346,681900.0,1948000.0,60626,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12347,568800.0,1937200.0,60172,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12348,568600.0,1927200.0,60108,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12349,577100.0,1926100.0,60157,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12350,576700.0,1934300.0,60157,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12351,499500.0,2006500.0,60156,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12352,587000.0,1932200.0,60143,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12353,596400.0,1929500.0,60191,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12355,607100.0,1928600.0,60106,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12358,623600.0,1937500.0,60666,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12359,622916.0,1936620.0,60666,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12360,624300.0,1930400.0,60176,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12364,635200.0,1925300.0,60634,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12366,637800.0,1930900.0,60656,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12367,640600.0,1925600.0,60634,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12368,640500.0,1924500.0,60634,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12369,640500.0,1923000.0,60634,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12370,673500.0,1899800.0,60612,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12371,504800.0,2006900.0,60102,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12373,568900.0,1919700.0,60108,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12374,573300.0,1919000.0,60139,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12375,573900.0,1926900.0,60157,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12376,579200.0,1918100.0,60101,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12377,758000.0,1744700.0,46410,0,0,,,,road_node,,True,False
12378,758000.0,1738100.0,46373,0,0,,,,road_node,,True,False
12379,741100.0,1791100.0,46323,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12380,741100.0,1790700.0,46323,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12381,582000.0,1961200.0,60173,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12382,583300.0,1961000.0,60173,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12383,507500.0,2006500.0,60102,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12384,680800.0,1900800.0,60612,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12387,612400.0,1924400.0,60106,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12390,511200.0,2003400.0,60102,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12391,622200.0,1914300.0,60164,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12392,622100.0,1917400.0,60131,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12393,622000.0,1919800.0,60131,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12394,595100.0,1957700.0,60005,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12395,625800.0,1919800.0,60131,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12396,595700.0,1957200.0,60005,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12397,627400.0,1917200.0,60131,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12398,627500.0,1914500.0,60160,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12399,595700.0,1957100.0,60005,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12400,632000.0,1920000.0,60171,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12401,632600.0,1917200.0,60171,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12402,634100.0,1914500.0,60171,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12403,594900.0,1956900.0,60005,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12404,636100.0,1914800.0,60171,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12405,722700.0,1806100.0,46320,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12406,635400.0,1920100.0,60171,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12407,635400.0,1921200.0,60634,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12408,641000.0,1920300.0,60707,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12409,736700.0,1781800.0,46322,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12410,641000.0,1914900.0,60707,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12411,738600.0,1781800.0,46322,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12412,558000.0,1906000.0,60188,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12413,746600.0,1781600.0,46322,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12414,723400.0,1770200.0,46321,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12415,561700.0,1901800.0,60187,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12416,565800.0,1901900.0,60187,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12417,512900.0,2006200.0,60102,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12418,568400.0,1904200.0,60139,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12419,736000.0,1770000.0,46322,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12420,573600.0,1907400.0,60139,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12421,746800.0,1764400.0,46375,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12423,579100.0,1907700.0,60139,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12424,581900.0,1907800.0,60101,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12425,581600.0,1901800.0,60148,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12426,583400.0,1901000.0,60148,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12427,585900.0,1901600.0,60148,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12429,585900.0,1907900.0,60101,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12432,596400.0,1908200.0,60181,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12434,593800.0,1902500.0,60181,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12435,596500.0,1902600.0,60181,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12436,504700.0,1999800.0,60102,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12437,509900.0,2000100.0,60102,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12438,600100.0,1908400.0,60126,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12439,601100.0,1902800.0,60126,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12440,499300.0,1998600.0,60102,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12441,503300.0,1998600.0,60102,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12442,504600.0,1988800.0,60118,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12443,499400.0,1988100.0,60118,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12444,501600.0,1987200.0,60118,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12445,502900.0,1985400.0,60118,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12446,504700.0,1984100.0,60118,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12447,499400.0,1980200.0,60118,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12448,504800.0,1979900.0,60118,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12449,512400.0,1978300.0,60118,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12450,627600.0,1909200.0,60160,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12451,512600.0,2002400.0,60102,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12452,627800.0,1902100.0,60104,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12453,630500.0,1903900.0,60160,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12454,634200.0,1909400.0,60160,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12455,635600.0,1909500.0,60171,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12456,520600.0,2006600.0,60021,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12457,634500.0,1902700.0,60153,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12458,515300.0,2001400.0,60102,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12459,636000.0,1902300.0,60153,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12460,635800.0,1904200.0,60305,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12461,638300.0,1902200.0,60305,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12462,638200.0,1904300.0,60305,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12463,519300.0,1998600.0,60102,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12464,641300.0,1909600.0,60305,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12465,641500.0,1904400.0,60305,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12466,641600.0,1902200.0,60305,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12467,560500.0,1891000.0,60187,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12468,560400.0,1893700.0,60187,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12469,561800.0,1893800.0,60187,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12470,562100.0,1891100.0,60187,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12471,565900.0,1891200.0,60187,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12472,565800.0,1894800.0,60187,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12473,520600.0,1998700.0,60102,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12474,568500.0,1891200.0,60137,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12475,574100.0,1891400.0,60137,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12476,520400.0,1997700.0,60110,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12477,515100.0,1993400.0,60110,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12478,572600.0,1898000.0,60137,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12479,514100.0,1986600.0,60110,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12480,520400.0,1993400.0,60110,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12481,586100.0,1891700.0,60148,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12482,587500.0,1891700.0,60148,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12483,520300.0,1986700.0,60110,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12484,528600.0,1990700.0,60110,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12485,598200.0,1892000.0,60181,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12486,512800.0,1985300.0,60110,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12487,674300.0,1886500.0,60608,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12488,602400.0,1892200.0,60181,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12489,512200.0,1982200.0,60118,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12490,516700.0,1978500.0,60118,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12491,675300.0,1884200.0,60608,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12492,635800.0,1996000.0,60062,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12493,514500.0,1979400.0,60118,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12494,646400.0,1995700.0,60022,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12495,518700.0,1980200.0,60110,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12496,515600.0,1978400.0,60118,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12497,646400.0,1995400.0,60022,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12498,622500.0,1899700.0,60104,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12499,623257.0,1942620.0,60018,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12500,623615.0,1942370.0,60018,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12501,627300.0,1896000.0,60104,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12502,627900.0,1898800.0,60104,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12503,504400.0,1970200.0,60118,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12504,630600.0,1898700.0,60153,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12505,630100.0,1896000.0,60153,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12506,628700.0,1895800.0,60155,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12507,494300.0,1968900.0,60136,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12508,630700.0,1893400.0,60155,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12509,631400.0,1895800.0,60153,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12510,634100.0,1895900.0,60153,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12511,633300.0,1898900.0,60153,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12512,634600.0,1900100.0,60153,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12513,634600.0,1898900.0,60153,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12514,634200.0,1896200.0,60153,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12515,636500.0,1896000.0,60153,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12516,494000.0,1972300.0,60136,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12517,636100.0,1893600.0,60141,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12518,635400.0,1896100.0,60153,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12519,635900.0,1898900.0,60153,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12520,499300.0,1969600.0,60123,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12521,641200.0,1900300.0,60305,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
12522,640700.0,1899100.0,60130,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12523,504300.0,1968700.0,60123,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12524,640100.0,1893700.0,60130,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
12525,550600.0,1881100.0,60189,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12526,556400.0,1886200.0,60189,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12527,505600.0,1960400.0,60123,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12528,563000.0,1881900.0,60189,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12529,562100.0,1880200.0,60189,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12530,507700.0,1957200.0,60123,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12531,572600.0,1880700.0,60137,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12532,509700.0,1959000.0,60123,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12533,511400.0,1957600.0,60123,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12534,507700.0,1956500.0,60123,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12535,593300.0,1881300.0,60523,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12536,505700.0,1955200.0,60123,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12537,594800.0,1886400.0,60523,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12538,507700.0,1955800.0,60123,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12539,598400.0,1886800.0,60523,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12540,602300.0,1886900.0,60523,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12541,512000.0,1955600.0,60123,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12542,509200.0,1956200.0,60123,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12543,512200.0,1956100.0,60123,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12544,512400.0,1955800.0,60123,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12545,511900.0,1955900.0,60123,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12546,507700.0,1952200.0,60123,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12547,513800.0,1953300.0,60123,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12548,623100.0,1887700.0,60154,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12549,489800.0,1944800.0,60124,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12550,631200.0,1882800.0,60513,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12551,637400.0,1883000.0,60546,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
12552,492400.0,1944800.0,60124,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12553,491400.0,1937300.0,60177,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12554,494900.0,1937000.0,60177,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12555,565400.0,1872600.0,60532,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12556,497900.0,1937000.0,60177,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12557,570500.0,1870100.0,60532,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12558,570100.0,1872600.0,60532,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12559,571500.0,1876200.0,60532,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12560,498600.0,1940900.0,60177,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12561,580700.0,1868200.0,60515,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12562,588000.0,1868300.0,60515,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12563,509700.0,1940500.0,60177,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12564,520300.0,1972000.0,60118,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12565,708100.0,1847600.0,60617,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12566,517700.0,1963200.0,60120,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12567,514600.0,1957900.0,60123,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12568,515400.0,1959300.0,60123,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12569,681700.0,1885400.0,60608,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12570,605500.0,1871100.0,60514,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12571,608100.0,1870200.0,60521,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12572,607900.0,1874600.0,60521,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
12573,684200.0,1885700.0,60608,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12574,517700.0,1959400.0,60120,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
12575,514200.0,1956200.0,60123,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12576,618300.0,1877400.0,60558,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12577,618500.0,1871500.0,60558,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
12578,514200.0,1956500.0,60123,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12579,515500.0,1954500.0,60123,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12580,623600.0,1876800.0,60526,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12581,626300.0,1876500.0,60526,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12582,623800.0,1871700.0,60558,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
12583,516000.0,1954100.0,60120,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12584,631700.0,1871900.0,60513,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12585,517700.0,1953500.0,60120,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12586,515700.0,1953900.0,60120,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
12587,636100.0,1875900.0,60534,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12588,638200.0,1876000.0,60534,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12589,636200.0,1872100.0,60534,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12590,638500.0,1872200.0,60534,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
12591,643400.0,1878100.0,60534,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
12592,517700.0,1956000.0,60120,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
